OBJECTID,pkey,name,station,type,entity,functional,physical_s,geometry_s,location,lane_numbe,lane_type,opperation,comm_link,project_sp,lat,lon,published_
42,18543,8216,S1786,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/W Broadway Ave,2,Mainline,Active,L3103,2771-117,45.12950497,-93.36603253,4/29/25
43,18565,8224,S1787,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Regent Ave,1,Mainline,Active,L3106,2771-117,45.12555977,-93.34663084,4/29/25
44,18564,8225,S1787,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Regent Ave,2,Mainline,Active,L3106,2771-117,45.12558939,-93.34661513,4/29/25
45,18586,8233,S1788,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Noble Pkwy,1,Mainline,Active,L3111,2771-117,45.1232536,-93.32474391,4/29/25
46,18587,8234,S1788,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Noble Pkwy,2,Mainline,Active,L3111,2771-117,45.12328955,-93.32474009,4/29/25
47,18588,8235,S1788,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Noble Pkwy,3,Mainline,Active,L3111,2771-117,45.1233232,-93.32473703,4/29/25
48,18603,8239,S1789,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/T.H.252,1,Mainline,Active,L3125,2771-117,45.1229619,-93.30482079,4/29/25
49,18604,8240,S1789,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/T.H.252,2,Mainline,Active,L3125,2771-117,45.12298701,-93.30484466,4/29/25
50,18606,8253,S1790,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/T.H.252,1,Mainline,Active,L3125,2771-117,45.12319847,-93.3049937,4/29/25
51,18605,8254,S1790,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/T.H.252,2,Mainline,Active,L3125,2771-117,45.12316686,-93.30497298,4/29/25
52,18591,8257,S1791,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Noble Pkwy,1,Auxiliary,Active,L3111,2771-117,45.1235947,-93.32470949,4/29/25
53,18590,8258,S1791,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Noble Pkwy,2,Mainline,Active,L3111,2771-117,45.12356488,-93.32471332,4/29/25
54,18589,8259,S1791,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Noble Pkwy,3,Mainline,Active,L3111,2771-117,45.12353352,-93.32471791,4/29/25
55,18562,8267,S1792,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Regent Ave,1,Mainline,Active,L3106,2771-117,45.12582212,-93.34650738,4/29/25
56,18563,8268,S1792,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Regent Ave,2,Mainline,Active,L3106,2771-117,45.12579157,-93.34653094,4/29/25
57,18545,8276,S1793,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Hampshire Ave,1,Mainline,Active,L3103,2771-117,45.12976186,-93.36602704,4/29/25
58,18544,8277,S1793,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/Hampshire Ave,2,Mainline,Active,L3103,2771-117,45.12972124,-93.36602814,4/29/25
59,18512,8283,S1794,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/W Broadway Ave,1,Auxiliary,Active,L3101,2771-117,45.13003123,-93.37772477,4/29/25
60,18511,8284,S1794,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/W Broadway Ave,2,Mainline,Active,L3101,2771-117,45.12999378,-93.37772784,4/29/25
61,18510,8285,S1794,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 WB/W Broadway Ave,3,Mainline,Active,L3101,2771-117,45.12996186,-93.37772722,4/29/25
62,7895,7013,S1795,Loop Detector,MnDOT,RTMC,Inplace,GPS Sub Meter,U.S.169 SB/T.H.610,1,Mainline,Active,L726,2771-38,45.12850738,-93.39067195,4/29/25
63,9706,7014,S1795,Loop Detector,MnDOT,RTMC,Inplace,GPS Sub Meter,U.S.169 SB/T.H.610,2,Mainline,Active,L726,2771-38,45.12850746,-93.39062865,4/29/25
64,8212,7011,S1799,Loop Detector,MnDOT,RTMC,Inplace,GPS Sub Meter,U.S.169 NB/T.H.610,1,Mainline,Active,L726,2771-38,45.12852842,-93.39030349,4/29/25
65,6053,7012,S1799,Loop Detector,MnDOT,RTMC,Inplace,GPS Sub Meter,U.S.169 NB/T.H.610,2,Mainline,Active,L726,2771-38,45.12852951,-93.39034895,4/29/25
66,11354,7794,S1954,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/I-94,1,Mainline,Active,L1857,2771-37,45.1375022,-93.48440037,4/29/25
67,11734,7795,S1954,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/I-94,2,Mainline,Active,L1857,2771-37,45.13755279,-93.48440046,4/29/25
68,2111,7796,S1955,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Maple Grove Pkwy,1,Mainline,Active,L1859,2771-37,45.13759602,-93.47171983,4/29/25
69,9932,7797,S1955,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Maple Grove Pkwy,2,Mainline,Active,L1859,2771-37,45.13764066,-93.4717157,4/29/25
70,4080,7798,S1956,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Fernbrook Ln,1,Mainline,Active,L1860,2771-37,45.1375469,-93.46151971,4/29/25
71,4897,7799,S1956,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Fernbrook Ln,2,Mainline,Active,L1860,2771-37,45.13759451,-93.46151977,4/29/25
72,10897,7800,S1957,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Elm Creek Blvd,1,Mainline,Active,L1862,2771-37,45.13469752,-93.44980274,4/29/25
73,11600,7801,S1957,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 EB/Elm Creek Blvd,2,Mainline,Active,L1862,2771-37,45.13474219,-93.44975234,4/29/25
74,11143,7802,S1958,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Elm Creek Blvd,1,Mainline,Active,L1862,2771-37,45.13493275,-93.44957178,4/29/25
75,11597,7803,S1958,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Elm Creek Blvd,2,Mainline,Active,L1862,2771-37,45.13488809,-93.44960956,4/29/25
76,9830,7805,S1959,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Fernbrook Ln,1,Mainline,Active,L1860,2771-37,45.13766296,-93.46151566,4/29/25
77,2208,7804,S1959,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Fernbrook Ln,1,Mainline,Active,L1860,2771-37,45.13770759,-93.46151992,4/29/25
78,2181,7806,S1960,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Maple Grove Pkwy,1,Mainline,Active,L1859,2771-37,45.13773291,-93.47171164,4/29/25
79,6028,7807,S1960,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/Maple Grove Pkwy,2,Mainline,Active,L1859,2771-37,45.13770018,-93.47171579,4/29/25
80,12076,7808,S1961,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/I-94,1,Mainline,Active,L1857,2771-37,45.13764802,-93.48440063,4/29/25
81,11680,7809,S1961,Virtual Detector,MnDOT,RTMC,Inplace,Hand Drawn,T.H.610 WB/I-94,2,Mainline, , ,2771-37,45.13760636,-93.48440056,4/29/25
82,18507,8208,S2045,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/W Broadway Ave,1,Auxiliary,Active,L3101,2771-117,45.12967828,-93.37773029,4/29/25
83,18508,8209,S2045,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/W Broadway Ave,2,Mainline,Active,L3101,2771-117,45.12971143,-93.37772906,4/29/25
84,18509,8210,S2045,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/W Broadway Ave,3,Mainline,Active,L3101,2771-117,45.12975194,-93.37773091,4/29/25
85,18554,8218,S2046,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Zane Ave,1,Mainline,Active,L3104,2771-117,45.12756396,-93.35551655,4/29/25
86,18555,8219,S2046,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Zane Ave,2,Mainline,Active,L3104,2771-117,45.1275987,-93.35550001,4/29/25
87,18572,8227,S2047,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Noble Pkwy,1,Mainline,Active,L3109,2771-117,45.12397583,-93.3352741,4/29/25
88,18571,8228,S2047,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/Noble Pkwy,2,Mainline,Active,L3109,2771-117,45.12394071,-93.33528063,4/29/25
89,18594,8236,S2048,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/T.H.252,1,Mainline,Active,L3112,2771-117,45.12266796,-93.31538191,4/29/25
90,18595,8237,S2048,Virtual Detector,MnDOT,RTMC,Inplace,CADD Imported,T.H.610 EB/T.H.252,2,Mainline,Active,L3112,2771-117,45.12270582,-93.31537904,4/29/25
