time, cell 0, , cell 1, , cell 2, , cell 3, , cell 4, , cell 5, , cell 6, , cell 7, , cell 8, , detector [4064],, cell 9, , cell 10, , detector [4066],, cell 11, , cell 12, , cell 13, , cell 14, , cell 15, , cell 16, , cell 17, , cell 18, , cell 19, , cell 20, , cell 21, , cell 22, , cell 23, , cell 24, , cell 25, , cell 26, , detector [4059],, cell 27, , cell 28, , cell 29, , detector [8217],, cell 30, , cell 31, , cell 32, , cell 33, , cell 34, , cell 35, , detector [8218],, cell 36, , cell 37, , cell 38, , cell 39, , cell 40, , cell 41, , cell 42, , detector [8244+8246],, cell 43, , cell 44, , detector [4055+4057],, cell 45, , cell 46, , cell 47, , cell 48, , detector [4062],, cell 49, , cell 50, , cell 51, , cell 52, , cell 53, , cell 54, , cell 55, , detector [6995],, cell 56, , cell 57, , cell 58, , cell 59, , cell 60, , cell 61, , cell 62, , detector [6992],, cell 63, , cell 64, , cell 65, , cell 66, , cell 67, , cell 68, , cell 69, , detector [6994],, cell 70, , cell 71, , cell 72, , cell 73, , cell 74, , cell 75, , cell 76, , cell 77, , cell 78, , cell 79, , detector [8240+8236+8238],, cell 80, , cell 81, , cell 82, , cell 83, , detector [8233+8235+8227],, cell 84, , cell 85, , cell 86, , cell 87, , cell 88, , cell 89, , cell 90, , cell 91, , cell 92, , cell 93, , cell 94, , cell 95, , cell 96, , cell 97, , cell 98, , cell 99, , cell 100, , cell 101, , cell 102, , cell 103, , cell 104, , detector [7795],, cell 105, , cell 106, , cell 107, , cell 108, , cell 109, , cell 110, , cell 111, , cell 112, , cell 113, , detector [7008+7010],, cell 114, , cell 115, , detector [7004],, cell 116, , cell 117, , cell 118, , cell 119, , cell 120, , cell 121, , cell 122, , cell 123, , cell 124, , cell 125, , cell 126, , cell 127, , cell 128, , cell 129, , detector [7799],, cell 130, , cell 131, , cell 132, , cell 133, , cell 134, , cell 135, , cell 136, , cell 137, , cell 138, , cell 139, , cell 140, , cell 141, , cell 142, , cell 143, , detector [7797],, cell 144, , cell 145, , cell 146, , cell 147, , cell 148, , cell 149, , cell 150, , cell 151, , detector [7000],, cell 152, , cell 153, , cell 154, , cell 155, , cell 156, , cell 157, , cell 158, , cell 159, , detector [7002],, cell 160, , cell 161, , cell 162, , cell 163, , cell 164, , cell 165, , cell 166, , cell 167, , cell 168, , cell 169, , cell 170, , cell 171, , cell 172, , cell 173, , cell 174, , cell 175, , cell 176, , cell 177, , cell 178, , cell 179, , cell 180, , cell 181, , cell 182, , cell 183, , cell 184, , cell 185, , detector [8215+8209],, cell 186, , cell 187, , cell 188, , cell 189, , cell 190, , cell 191, , detector [7801],, cell 192, , cell 193, , cell 194, , cell 195, , cell 196, , cell 197, , cell 198, , cell 199, , cell 200, , cell 201, , cell 202, , cell 203, , cell 204, , cell 205, , cell 206, , cell 207, , cell 208, , detector [8224],, cell 209, , cell 210, , cell 211, 
, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u
0,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.025101999,9.295408571,0.025101999,9.295408571,0,31.29190881,0,31.29190881,0.001546667,43.10345,0.001546667,43.10345,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.017647059,11.33333333,0.017647059,11.33333333,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.038321995,11.30769231,0.038321995,11.30769231,0,31.29190881,0.028605201,12.81818182,0.028605201,12.81818182,0,31.29190881,0,31.29190881,0,31.29190881,0.020669768,9.6759675,0.020669768,9.6759675,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.002813333,23.696682,0.002813333,23.696682,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.015065599,13.27527667,0.015065599,13.27527667,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,4.80E-04,69.44444,4.80E-04,69.44444,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.039143731,13.625,0.039143731,13.625,0,31.29190881,0,31.29190881,0,31.29190881,0.200163399,5.828571429,0.200163399,5.828571429,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.016,12.5,0.016,12.5,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,-1,0,31.29190881,0.00422,23.69668,0.00422,23.69668,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.007207207,18.5,0.007207207,18.5,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.007207207,18.5,0.007207207,18.5,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.020779733,11.22889,0.020779733,11.22889,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.027573331,9.67118075,0.027573331,9.67118075,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.162760417,5.12,0.162760417,5.12,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.045045045,7.4,0.045045045,7.4,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.092018779,5.071428571,0.092018779,5.071428571,0,31.29190881,0,31.29190881,0,31.29190881
3,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.34E-18,31.29190881,0.024916217,9.2961898,0.025101999,9.295408571,0.007949932,31.28539448,-8.61E-16,31.29190881,0.186456685,37.21110556,0.001546667,43.10345,0.002019277,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,1.17E-18,31.29190881,0.017500729,11.33405545,0.017647059,11.33333333,0.006057831,31.28665413,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-5.89E-18,31.29190881,0.038433589,11.3088165,0.038321995,11.30769231,0.011753558,31.28719725,0.028539747,12.81897466,0.028605201,12.81818182,0.011688318,31.28679005,0,31.29190881,3.04E-18,31.29190881,0.020555327,9.676589145,0.020669768,9.6759675,0.006375446,31.28591939,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.40E-19,31.29190881,0.002788318,23.69746539,0.002813333,23.696682,0.001666234,31.29025876,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,2.99E-18,31.29190881,0.014913112,13.2760196,0.015065599,13.27527667,0.006037243,31.28718152,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,7.05E-15,31.29190881,0.120424316,54.15139986,4.80E-04,69.44444,0.001038124,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.82E-17,31.29190881,0.03847413,13.62707573,0.039143731,13.625,0.019965359,31.28616012,0,31.29190881,-5.74E-18,31.2918595,0.199492005,5.837123607,0.200163399,5.828571429,0.035344348,31.28520351,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.03E-18,31.29190881,0.015844293,12.50075824,0.016,12.5,0.006153905,31.28688282,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,-1,-4.98E-19,31.29190881,0.0041534,23.69764202,0.00422,23.69668,0.002121545,31.29050818,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-9.30E-19,31.29190881,0.007134733,18.50064357,0.007207207,18.5,0.004014903,31.28856068,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1.12E-18,31.29190881,0.007145579,18.50055474,0.007207207,18.5,0.00385506,31.28869398,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-4.45E-18,31.29190881,0.020575391,11.22972444,0.020779733,11.22889,0.007320054,31.28643785,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.12E-18,31.29190881,0.027325212,9.672083831,0.027573331,9.67118075,0.008365776,31.28601308,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-8.67E-17,31.29185306,0.161396075,5.124642807,0.162760417,5.12,0.026530743,31.28466619,0,31.29190881,0,31.29190881,0,31.29190881,-1.67E-18,31.29190489,0.044757328,7.400990173,0.045045045,7.4,0.005970622,31.28818899,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,3.56E-17,31.29186991,0.090865889,5.073354698,0.092018779,5.071428571,0.013620499,31.28525674,0,31.29190881,0,31.29190881
6,1.02E-202,31.29190881,1.40E-195,31.29190881,-6.68E-189,31.29190881,-2.05E-180,31.29190881,-2.28E-174,31.29190881,-4.29E-166,31.29190881,-5.53E-159,31.29190881,2.46E-151,31.29190881,-2.54E-144,31.29190881,-1,-1,1.52E-136,31.29190881,-5.33E-131,31.29190881,-1,-1,6.73E-122,31.29190881,-4.60E-115,31.29190881,2.47E-107,31.29190881,-1.63E-100,31.29190881,-5.16E-94,31.29190881,-4.22E-86,31.29190881,1.44E-78,31.29190881,-2.48E-73,31.29190881,2.27E-64,31.29190881,-6.54E-57,31.29190881,7.89E-51,31.29190881,-2.07E-42,31.29190881,-8.16E-35,31.29190881,-1.17E-27,31.29190881,-1.05E-18,31.29190881,0.024893604,9.29625315,0.025101999,9.295408571,0.007367627,31.27973059,0.00753342,31.29184462,0.227127265,35.91513444,0.001546667,43.10345,0.210259406,31.29190881,0.001913882,31.29190881,-2.04E-33,31.29190881,-2.68E-28,31.29190881,4.97E-19,31.29190881,0.017473334,11.33415459,0.017647059,11.33333333,0.006325132,31.28205695,0.005740681,31.29190742,4.40E-35,31.29190881,1.72E-33,31.29190881,9.32E-29,31.29190881,-2.33E-18,31.29190881,0.038366075,11.30885462,0.038321995,11.30769231,0.013568195,31.28093267,0.028594248,12.81819388,0.028605201,12.81818182,0.011693429,31.28294703,0.011657182,31.29190739,1.02E-18,31.29190881,0.020533463,9.676668357,0.020669768,9.6759675,0.006357715,31.28052839,0.0052312,31.29190744,3.92E-35,31.29190881,-7.24E-35,31.29190881,1.27E-28,31.29190881,-8.02E-19,31.29190881,0.002777793,23.69780068,0.002813333,23.696682,0.002014622,31.28876956,0.001355505,31.29190843,-1.87E-37,31.29190881,-2.97E-34,31.29190881,1.82E-28,31.29190881,-7.00E-19,31.29190881,0.014883766,13.27612539,0.015065599,13.27527667,0.006311891,31.28310709,0.005701822,31.29190757,2.52E-35,31.29190881,9.90E-32,31.29190881,3.01E-28,31.29190881,-2.00E-15,31.291862,0.178200215,46.78593458,4.80E-04,69.44444,0.203119222,31.29190881,0.001011701,31.29190881,2.06E-31,31.29190881,-4.01E-44,31.29190881,-6.42E-47,31.29190881,-6.32E-43,31.29190881,1.59E-32,31.29190881,-2.20E-27,31.29190881,3.03E-17,31.29190881,0.03839007,13.62715012,0.039143731,13.625,0.01620877,31.28235978,0.018923548,31.29190729,8.20E-17,31.29181029,0.196997591,5.836891778,0.200163399,5.828571429,0.037122806,31.28160557,0.033499024,31.29190704,1.07E-34,31.29190881,6.23E-46,31.29190881,8.67E-50,31.29190881,-1.93E-61,31.29190881,-2.52E-66,31.29190881,3.52E-76,31.29190881,-6.79E-81,31.29190881,6.47E-92,31.29190881,1.46E-89,31.29190881,7.53E-79,31.29190881,-3.82E-74,31.29190881,7.40E-65,31.29190881,-2.55E-59,31.29190881,-5.20E-50,31.29190881,9.50E-44,31.29190881,-2.77E-34,31.29190881,3.66E-28,31.29190881,-2.40E-18,31.29190881,0.015815637,12.50086178,0.016,12.5,0.006324035,31.28253466,0.005924257,31.29190746,-3.04E-35,31.29190881,-2.94E-46,31.29190881,-1.26E-50,31.29190881,4.30E-50,31.29190881,7.37E-45,31.29190881,-1.37E-34,31.29190881,1.17E-30,31.29190881,0,-1,7.21E-20,31.29190881,0.00412509,23.69804262,0.00422,23.69668,0.002801321,31.28969675,0.004998838,31.29190789,-4.24E-35,31.29190881,2.80E-49,31.29190881,-1.45E-50,31.29190881,6.59E-62,31.29190881,1.91E-63,31.29190881,4.02E-59,31.29190881,5.32E-49,31.29190881,9.05E-45,31.29190881,2.29E-34,31.29190881,-3.42E-30,31.29190881,1.05E-18,31.29190881,0.007111467,18.50082886,0.007207207,18.5,0.004206914,31.28565267,0.003782657,31.29190793,-3.51E-35,31.29190881,9.44E-47,31.29190881,-2.84E-51,31.29190881,-5.76E-63,31.29190881,2.51E-64,31.29190881,1.50E-58,31.29190881,3.35E-50,31.29190881,-7.52E-45,31.29190881,-9.01E-35,31.29190881,-1.59E-28,31.29190881,1.75E-18,31.29190881,0.00712326,18.50073245,0.007207207,18.5,0.004189797,31.28588543,0.003487475,31.291908,-3.52E-35,31.29190881,7.25E-46,31.29190881,5.08E-35,31.29190881,1.39E-29,31.29190881,4.84E-19,31.29190881,0.020542377,11.22981429,0.020779733,11.22889,0.007383976,31.28178126,0.007184688,31.29190731,-7.18E-35,31.29190881,1.18E-43,31.29190881,3.16E-35,31.29190881,2.30E-28,31.29190881,-1.16E-18,31.29190881,0.02728594,9.67216848,0.027573331,9.67118075,0.008446086,31.28104041,0.00821096,31.2919072,-3.79E-36,31.29190881,2.48E-46,31.29190881,-2.02E-49,31.29190881,-4.25E-61,31.29190881,-6.91E-66,31.29190881,4.65E-77,31.29190881,-9.38E-83,31.29190881,5.53E-93,31.29190881,-8.20E-97,31.29190881,1.96E-108,31.29190881,1.79E-108,31.29190881,-7.95E-101,31.29190881,9.09E-94,31.29190881,9.87E-86,31.29190881,-2.81E-79,31.29190881,-9.22E-72,31.29190881,-2.52E-63,31.29190881,-2.22E-57,31.29190881,-1.68E-47,31.29190881,-5.73E-42,31.29190881,-1.11E-31,31.29190881,-1.16E-26,31.29190881,-2.88E-16,31.29179777,0.160380323,5.124865364,0.162760417,5.12,0.026438155,31.28050727,0.031361773,31.29190643,1.93E-33,31.29190881,-9.77E-28,31.29190881,-3.76E-19,31.29190141,0.044638198,7.40114792,0.045045045,7.4,0.008557787,31.28510973,0.005599773,31.29190784,-4.39E-35,31.29190881,9.55E-48,31.29190881,1.39E-51,31.29190881,2.92E-64,31.29190881,2.07E-66,31.29190881,7.79E-79,31.29190881,6.06E-73,31.29190881,1.29E-63,31.29190881,4.18E-59,31.29190881,4.68E-48,31.29190881,2.31E-43,31.29190881,1.85E-32,31.29190881,7.59E-28,31.29190881,1.13E-16,31.29183145,0.0906207,5.073582449,0.092018779,5.071428571,0.014638361,31.2819853,0.031370145,31.29190455,1.06E-34,31.29190881
9,8.58E-201,31.29190881,3.46E-191,31.29190881,5.93E-186,31.29190881,-2.76E-177,31.29190881,-1.96E-172,31.29190881,-6.89E-163,31.29190881,9.08E-158,31.29190881,-3.60E-149,31.29190881,-2.52E-143,31.29190881,-1,-1,1.54E-134,31.29190881,6.49E-129,31.29190881,-1,-1,5.99E-120,31.29190881,-1.03E-114,31.29190881,3.80E-105,31.29190881,7.76E-101,31.29190881,-2.30E-91,31.29190881,1.14E-86,31.29190881,8.98E-77,31.29190881,-3.77E-72,31.29190881,1.38E-62,31.29190881,5.69E-59,31.29190881,-7.53E-49,31.29190881,1.86E-43,31.29190881,-1.39E-33,31.29190881,3.20E-28,31.29190881,-3.27E-19,31.29190881,0.024884397,9.296277312,0.025101999,9.295408571,0.00740033,31.27320494,0.007373577,31.26830072,0.244878827,35.34946606,0.001546667,43.10345,0.237748522,31.29190881,0.199384908,31.29190881,0.001813988,31.29190881,5.71E-29,31.29190881,-3.81E-19,31.29190881,0.017466461,11.33417925,0.017647059,11.33333333,0.006330655,31.27686982,0.00629274,31.29190881,0.005441049,31.29190881,-5.26E-32,31.29190881,-6.03E-29,31.29190881,-5.86E-18,31.29190881,0.038250369,11.30893447,0.038321995,11.30769231,0.013824528,31.27485251,0.028618263,12.81805518,0.028605201,12.81818182,0.011716435,31.27783619,0.011689999,31.29190881,0.011628031,31.29190881,0.020525833,9.676695562,0.020669768,9.6759675,0.006352067,31.27464975,0.006153811,31.29190881,0.004293142,31.29190881,1.07E-33,31.29190881,-6.19E-29,31.29190881,-4.35E-19,31.29190881,0.00277282,23.69795912,0.002813333,23.696682,0.002084417,31.28718381,0.00189157,31.29190881,0.001102781,31.29190881,-3.05E-33,31.29190881,-6.67E-29,31.29190881,3.81E-19,31.29190881,0.014876295,13.27615213,0.015065599,13.27527667,0.006316213,31.2784493,0.006276406,31.29190881,0.005385851,31.29190881,1.89E-29,31.29190881,-2.43E-25,31.29190881,-3.24E-15,31.29180168,0.216241594,41.93592515,4.80E-04,69.44444,0.237748522,31.29190881,0.19797494,31.29190881,9.86E-04,31.29190881,2.01E-31,31.29190881,7.05E-46,31.29190881,-1.65E-40,31.29190881,1.19E-31,31.29190881,2.04E-26,31.29190881,-1.35E-17,31.29190881,0.038313577,13.62718439,0.039143731,13.625,0.016811425,31.27634495,0.016345268,31.29190881,0.017939395,31.29176138,0.19722149,5.837428554,0.200163399,5.828571429,0.036777218,31.27522184,0.036922759,31.29190881,0.031756847,31.29190881,1.02E-34,31.29190881,5.90E-46,31.29190881,8.22E-50,31.29190881,1.77E-62,31.29190881,-9.34E-75,31.29190881,2.62E-76,31.29190881,-3.39E-89,31.29190881,7.31E-87,31.29190881,2.93E-77,31.29190881,-2.54E-72,31.29190881,3.75E-63,31.29190881,-3.74E-58,31.29190881,6.00E-49,31.29190881,1.35E-44,31.29190881,-5.64E-35,31.29190881,5.18E-29,31.29190881,-8.09E-22,31.29190881,0.015808039,12.50088896,0.016,12.5,0.006320258,31.27755676,0.006307354,31.29190881,0.005704095,31.29190881,1.52E-44,31.29190881,-8.03E-50,31.29190881,2.33E-47,31.29190881,-3.46E-45,31.29190881,-5.16E-33,31.29190881,9.49E-31,31.29190881,0,-1,1.22E-18,31.29190881,0.004112867,23.69821559,0.00422,23.69668,0.003015684,31.28769048,4.10E-30,31.29190881,0.004517072,31.29190881,1.86E-44,31.29190881,2.55E-49,31.29190881,-3.32E-59,31.29190881,6.39E-62,31.29190881,-3.24E-57,31.29190881,4.05E-48,31.29190881,4.47E-42,31.29190881,-2.60E-33,31.29190881,-1.78E-28,31.29190881,8.49E-19,31.29190881,0.007102394,18.50090107,0.007207207,18.5,0.004205468,31.28235338,0.004181623,31.29190881,0.003564226,31.29190881,-1.77E-50,31.29190881,8.98E-47,31.29190881,-9.22E-61,31.29190881,4.15E-62,31.29190881,1.04E-56,31.29190881,-4.85E-48,31.29190881,-1.30E-42,31.29190881,7.03E-34,31.29190881,1.26E-28,31.29190881,9.87E-19,31.29190881,0.007114,18.50080614,0.007207207,18.5,0.004210152,31.28274651,0.004122165,31.29190881,0.003155263,31.29190881,2.89E-43,31.29190881,-2.86E-33,31.29190881,1.10E-28,31.29190881,5.03E-20,31.29190881,0.020533803,11.22983706,0.020779733,11.22889,0.007374663,31.2763372,0.007377979,31.29190881,0.007053058,31.29190881,-4.92E-43,31.29190881,-3.05E-33,31.29190881,-4.81E-28,31.29190881,-1.13E-18,31.29190881,0.027276517,9.672188069,0.027573331,9.67118075,0.008437046,31.27517583,0.008438899,31.29190881,0.006304398,31.29190881,6.66E-43,31.29190881,-2.28E-44,31.29190881,-1.86E-57,31.29190881,2.67E-63,31.29190881,2.90E-71,31.29190881,1.04E-76,31.29190881,7.38E-87,31.29190881,-1.30E-91,31.29190881,7.80E-102,31.29190881,-8.33E-104,31.29190881,1.47E-97,31.29190881,1.14E-89,31.29190881,-2.37E-83,31.29190881,-4.24E-75,31.29190881,1.66E-69,31.29190881,-1.91E-60,31.29190881,3.27E-55,31.29190881,5.40E-45,31.29190881,-1.47E-41,31.29190881,2.08E-30,31.29190881,2.70E-27,31.29190881,-9.72E-17,31.29174284,0.160335296,5.125014415,0.162760417,5.12,0.026276699,31.2727001,0.02552887,31.29190881,0.02884807,31.29190881,-3.08E-27,31.29190881,8.33E-18,31.29189812,0.044624237,7.401170814,0.045045045,7.4,0.009679833,31.28170236,0.008372644,31.29190881,0.005252582,31.29190881,-1.77E-48,31.29190881,8.93E-48,31.29190881,1.31E-51,31.29190881,3.08E-64,31.29190881,1.94E-66,31.29190881,-1.81E-71,31.29190881,4.62E-61,31.29190881,1.56E-56,31.29190881,-9.82E-46,31.29190881,-4.81E-42,31.29190881,6.79E-31,31.29190881,-5.17E-27,31.29190881,-5.60E-17,31.2917931,0.090588862,5.073619765,0.092018779,5.071428571,0.014692491,31.27122138,1.38E-29,31.29190881,0.077117805,31.2919088
