time, cell 0, , cell 1, , detector [4103],, cell 2, , cell 3, , cell 4, , cell 5, , cell 6, , cell 7, , cell 8, , cell 9, , cell 10, , cell 11, , cell 12, , cell 13, , cell 14, , cell 15, , detector [4180, 4182],, cell 16, , cell 17, , detector [4163],, cell 18, , cell 19, , cell 20, , cell 21, , detector [4190],, cell 22, , cell 23, , cell 24, , cell 25, , cell 26, , cell 27, , cell 28, , cell 29, , detector [4171, 4173],, cell 30, , cell 31, , cell 32, , detector [4187],, cell 33, , cell 34, , cell 35, , cell 36, , cell 37, , cell 38, , cell 39, , detector [7018],, cell 40, , cell 41, , cell 42, , cell 43, , cell 44, , cell 45, , cell 46, , cell 47, , cell 48, , detector [8252],, cell 49, , cell 50, , cell 51, , cell 52, , cell 53, , cell 54, , cell 55, , cell 56, , cell 57, , cell 58, , detector [7005],, cell 59, , cell 60, , cell 61, , cell 62, , cell 63, , cell 64, , cell 65, , cell 66, , detector [8258, 8262],, cell 67, , cell 68, , cell 69, , cell 70, , cell 71, , cell 72, , cell 73, , cell 74, , cell 75, , detector [8285],, cell 76, , cell 77, , cell 78, , cell 79, , cell 80, , detector [7803],, cell 81, , cell 82, , cell 83, , cell 84, , cell 85, , detector [7730],, cell 86, , cell 87, , cell 88, , cell 89, , detector [7804],, cell 90, , cell 91, , cell 92, , cell 93, , cell 94, , cell 95, , detector [8254, 8256],, cell 96, , cell 97, , cell 98, , cell 99, , cell 100, , cell 101, , cell 102, , cell 103, , cell 104, , cell 105, , cell 106, , cell 107, , cell 108, , cell 109, , cell 110, , cell 111, , cell 112, , cell 113, , cell 114, , cell 115, , detector [7026],, cell 116, , cell 117, , cell 118, , cell 119, , detector [7807],, cell 120, , cell 121, , cell 122, , cell 123, , cell 124, , cell 125, , cell 126, , cell 127, , cell 128, , cell 129, , detector [7809],, cell 130, , cell 131, , cell 132, , cell 133, , cell 134, , cell 135, , cell 136, , cell 137, , cell 138, , cell 139, , cell 140, , cell 141, , cell 142, , cell 143, , cell 144, , detector [8271],, cell 145, , cell 146, , cell 147, , cell 148, , cell 149, , cell 150, , cell 151, , cell 152, , cell 153, , cell 154, , cell 155, , cell 156, , detector [7729],, cell 157, , cell 158, , cell 159, , cell 160, , cell 161, , cell 162, , cell 163, , cell 164, , cell 165, , cell 166, , cell 167, , cell 168, , cell 169, , cell 170, , cell 171, , cell 172, , cell 173, , cell 174, , cell 175, , cell 176, , detector [8267],, cell 177, , cell 178, , cell 179, , cell 180, , detector [8276],, cell 181, , cell 182, , detector [7021],, cell 183, , cell 184, , cell 185, , cell 186, , cell 187, , cell 188, , cell 189, , detector [7023],, cell 190, , cell 191, , cell 192, , cell 193, , cell 194, , cell 195, , cell 196, , cell 197, , cell 198, , cell 199, , cell 200, , cell 201, , cell 202, , detector [7029],, cell 203, 
, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u,,,,
0,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,,,,
3, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN,,,,
6, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN,,,,
9, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN,,,,
12, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN,,,,
15, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,-1,-1, NaN, NaN,,,,
