time, cell 0, , cell 1, , detector [4103],, cell 2, , cell 3, , cell 4, , cell 5, , cell 6, , cell 7, , cell 8, , cell 9, , cell 10, , cell 11, , cell 12, , cell 13, , cell 14, , cell 15, , detector [4180+4182],, cell 16, , cell 17, , detector [4163],, cell 18, , cell 19, , cell 20, , cell 21, , detector [4190],, cell 22, , cell 23, , cell 24, , cell 25, , cell 26, , cell 27, , cell 28, , cell 29, , detector [4171+4173],, cell 30, , cell 31, , cell 32, , detector [4187],, cell 33, , cell 34, , cell 35, , cell 36, , cell 37, , cell 38, , cell 39, , detector [7018],, cell 40, , cell 41, , cell 42, , cell 43, , cell 44, , cell 45, , cell 46, , cell 47, , cell 48, , detector [8252],, cell 49, , cell 50, , cell 51, , cell 52, , cell 53, , cell 54, , cell 55, , cell 56, , cell 57, , cell 58, , detector [7005],, cell 59, , cell 60, , cell 61, , cell 62, , cell 63, , cell 64, , cell 65, , cell 66, , detector [8258+8262],, cell 67, , cell 68, , cell 69, , cell 70, , cell 71, , cell 72, , cell 73, , cell 74, , cell 75, , detector [8285],, cell 76, , cell 77, , cell 78, , cell 79, , cell 80, , detector [7803],, cell 81, , cell 82, , cell 83, , cell 84, , cell 85, , detector [7730],, cell 86, , cell 87, , cell 88, , cell 89, , detector [7804],, cell 90, , cell 91, , cell 92, , cell 93, , cell 94, , cell 95, , detector [8254+8256],, cell 96, , cell 97, , cell 98, , cell 99, , cell 100, , cell 101, , cell 102, , cell 103, , cell 104, , cell 105, , cell 106, , cell 107, , cell 108, , cell 109, , cell 110, , cell 111, , cell 112, , cell 113, , cell 114, , cell 115, , detector [7026],, cell 116, , cell 117, , cell 118, , cell 119, , detector [7807],, cell 120, , cell 121, , cell 122, , cell 123, , cell 124, , cell 125, , cell 126, , cell 127, , cell 128, , cell 129, , detector [7809],, cell 130, , cell 131, , cell 132, , cell 133, , cell 134, , cell 135, , cell 136, , cell 137, , cell 138, , cell 139, , cell 140, , cell 141, , cell 142, , cell 143, , cell 144, , detector [8271],, cell 145, , cell 146, , cell 147, , cell 148, , cell 149, , cell 150, , cell 151, , cell 152, , cell 153, , cell 154, , cell 155, , cell 156, , detector [7729],, cell 157, , cell 158, , cell 159, , cell 160, , cell 161, , cell 162, , cell 163, , cell 164, , cell 165, , cell 166, , cell 167, , cell 168, , cell 169, , cell 170, , cell 171, , cell 172, , cell 173, , cell 174, , cell 175, , cell 176, , detector [8267],, cell 177, , cell 178, , cell 179, , cell 180, , detector [8276],, cell 181, , cell 182, , detector [7021],, cell 183, , cell 184, , cell 185, , cell 186, , cell 187, , cell 188, , cell 189, , detector [7023],, cell 190, , cell 191, , cell 192, , cell 193, , cell 194, , cell 195, , cell 196, , cell 197, , cell 198, , cell 199, , cell 200, , cell 201, , cell 202, , detector [7029],, cell 203, 
, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u, k, u
0,0,31.29190881,0.003868333,25.85092667,0.003868333,25.85092667,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.01333862,17.49306357,0.01333862,17.49306357,0,31.29190881,0.005591667,29.80626,0.005591667,29.80626,0,31.29190881,0,31.29190881,0,31.29190881,0.049019608,6.8,0.049019608,6.8,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.033333333,5,0.033333333,5,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.021777778,10.71428571,0.021777778,10.71428571,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.072483221,8.277777778,0.072483221,8.277777778,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.010683761,15.6,0.010683761,15.6,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.001709402,39,0.001709402,39,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.00192,34.72222,0.00192,34.72222,0,31.29190881,0,31.29190881,0,31.29190881,0.009195402,14.5,0.009195402,14.5,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.116777042,6.565217391,0.116777042,6.565217391,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.037613335,6.203473714,0.037613335,6.203473714,0,31.29190881,0,31.29190881,0,31.29190881,4.44E-04,75,4.44E-04,75,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.029223744,9.125,0.029223744,9.125,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.008293333,16.07717125,0.008293333,16.07717125,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.039705882,7.555555556,0.039705882,7.555555556,0,31.29190881,0,31.29190881,0,31.29190881,0.148205128,3.823529412,0.148205128,3.823529412,0,31.29190881,0.012,11.11111075,0.012,11.11111075,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.00422,23.69668,0.00422,23.69668,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0.025153331,9.276438571,0.025153331,9.276438571,0,31.29190881
3,-2.10E-19,31.29190881,0.003820459,25.85162069,0.003868333,25.85092667,0.002691271,31.29063599,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.09E-18,31.29190881,0.01334598,17.4933288,0.01333862,17.49306357,0.006629271,31.28850111,0.005723475,29.80571695,0.005591667,29.80626,0.004735194,31.29154192,0,31.29190881,1.04E-17,31.29190881,0.048703195,6.801026298,0.049019608,6.8,0.009824874,31.285634,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,3.76E-19,31.29190881,0.033250258,5.000547283,0.033333333,5,0.004830784,31.2852848,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,2.15E-18,31.29190881,0.021633511,10.71492065,0.021777778,10.71428571,0.006237179,31.28712761,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,1.58E-17,31.29190024,0.071786173,8.280162353,0.072483221,8.277777778,0.017760876,31.28598723,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.33E-18,31.29190881,0.010513744,15.60098867,0.010683761,15.6,0.005214222,31.28764158,0,31.29190881,0,31.29190881,-2.78E-15,31.29190881,0.126706034,35.01685594,0.001709402,39,0.00197413,31.29190881,0,31.29190881,0,31.29190881,-4.76E-17,31.29190881,0.058593191,32.91626411,0.00192,34.72222,0.00197413,31.29190881,0,31.29190881,2.10E-19,31.29190881,0.009191666,14.50009666,0.009195402,14.5,0.003252885,31.28834791,0,31.29190881,0,31.29190881,0,31.29190881,2.09E-18,31.2918628,0.11580361,6.569089588,0.116777042,6.565217391,0.023803351,31.28523571,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.17E-18,31.29190881,0.037412485,6.204303019,0.037613335,6.203473714,0.007408751,31.28498458,0,31.29190881,2.27E-16,31.29190881,0.124332274,59.20411085,4.44E-04,75,0.001014184,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1,-1,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-1.01E-18,31.29190881,0.028993394,9.125853899,0.029223744,9.125,0.008072408,31.28607611,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,1.56E-19,31.29190881,0.008260822,16.07748959,0.008293333,16.07717125,0.003548131,31.28838952,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,7.20E-18,31.29190881,0.03949824,7.556364346,0.039705882,7.555555556,0.008508044,31.28605751,0,31.29190881,-5.84E-19,31.2918572,0.148197144,3.825209095,0.148205128,3.823529412,0.016990497,31.28474999,0.012012242,11.11108149,0.012,11.11111075,0.003997764,31.28664928,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-2.10E-18,31.29190881,0.004151088,23.69767356,0.00422,23.69668,0.002998323,31.28992934,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,0,31.29190881,-8.22E-18,31.29190881,0.024915501,9.277338783,0.025153331,9.276438571,0.01514936,31.27948442
6,1.49E-18,31.29190881,0.003791597,25.85202909,0.003868333,25.85092667,0.003082944,31.28962936,0.002266363,31.29190851,2.88E-36,31.29190881,3.22E-48,31.29190881,7.18E-51,31.29190881,-9.50E-64,31.29190881,-2.18E-66,31.29190881,-1.32E-59,31.29190881,1.92E-50,31.29190881,-9.26E-44,31.29190881,7.68E-35,31.29190881,-6.66E-28,31.29190881,1.47E-18,31.29190881,0.013267134,17.49352963,0.01333862,17.49306357,0.007369259,31.28518615,0.005718319,29.80558792,0.005591667,29.80626,0.005372194,31.29177195,0.005177601,31.2919087,-3.09E-18,31.29190881,0.048639496,6.801119446,0.049019608,6.8,0.01052797,31.28036613,0.009059832,31.2919072,-2.97E-35,31.29190881,3.97E-47,31.29190881,1.37E-50,31.29190881,1.08E-61,31.29190881,-6.21E-67,31.29190881,-1.13E-77,31.29190881,-1,-1,4.13E-79,31.29190881,-4.00E-74,31.29190881,1.33E-64,31.29190881,-1,-1,6.94E-60,31.29190881,-1.59E-49,31.29190881,3.45E-44,31.29190881,-4.37E-34,31.29190881,1.43E-28,31.29190881,-1.09E-18,31.29190881,0.033233195,5.00063555,0.033333333,5,0.005269526,31.2791688,0.004380529,31.29190714,-6.91E-35,31.29190881,-3.92E-47,31.29190881,1.40E-44,31.29190881,-1.57E-34,31.29190881,5.59E-29,31.29190881,-9.08E-19,31.29190881,0.021601581,10.71500646,0.021777778,10.71428571,0.007217074,31.28294277,0.005216333,31.2919077,-1.09E-34,31.29190881,-2.64E-47,31.29190881,6.78E-52,31.29190881,-1.45E-63,31.29190881,1.60E-66,31.29190881,4.96E-78,31.29190881,-3.98E-79,31.29190881,-3.87E-74,31.29190881,0,-1,3.28E-64,31.29190881,-2.09E-59,31.29190881,2.20E-48,31.29190881,-9.23E-44,31.29190881,8.36E-33,31.29190881,-3.35E-28,31.29190881,6.68E-17,31.2918923,0.071504656,8.280301305,0.072483221,8.277777778,0.018907478,31.28178636,0.016448541,31.29190728,9.81E-35,31.29190881,-2.14E-45,31.29190881,-4.80E-44,31.29190881,7.11E-35,31.29190881,-2.86E-28,31.29190881,3.64E-19,31.29190881,0.010485755,15.6011328,0.010683761,15.6,0.005241881,31.28479034,0.01230942,31.29190601,3.32E-26,31.29190881,2.35E-15,31.29186073,0.144674146,34.44429613,0.001709402,39,0.131528573,31.29190881,0.001829258,31.29190881,8.66E-26,31.29190881,-1.74E-15,31.29188905,0.06186167,32.81212471,0.00192,34.72222,0.057256526,31.29190881,0.001829258,31.29190881,5.61E-19,31.29190881,0.009193066,14.50008557,0.009195402,14.5,0.004021444,31.28507795,0.002483027,31.29190805,1.59E-33,31.29190881,6.38E-29,31.29190881,-6.08E-19,31.29181703,0.115166522,6.569260733,0.116777042,6.565217391,0.024301074,31.28087966,0.02312113,31.29190701,-1.08E-35,31.29190881,7.04E-47,31.29190881,-2.42E-51,31.29190881,4.45E-61,31.29190881,1.12E-65,31.29190881,1.07E-76,31.29190881,8.33E-82,31.29190881,-2.00E-90,31.29190881,-7.54E-79,31.29190881,2.63E-74,31.29190881,1.09E-64,31.29190881,-1.33E-59,31.29190881,-5.02E-50,31.29190881,-7.27E-44,31.29190881,8.90E-35,31.29190881,-2.38E-28,31.29190881,-6.58E-19,31.29190881,0.03737929,6.204394586,0.037613335,6.203473714,0.007419411,31.27889493,0.007359515,31.2919069,-2.01E-15,31.29183478,0.188440004,51.03160622,4.44E-04,75,0.118874261,31.29190881,9.66E-04,31.29190881,-1.18E-31,31.29190881,9.57E-45,31.29190881,1.87E-47,31.29190881,8.50E-61,31.29190881,-1.41E-62,31.29190881,2.83E-75,31.29190881,3.69E-79,31.29190881,8.38E-92,31.29190881,-1,-1,6.55E-94,31.29190881,-4.07E-106,31.29190881,1.55E-103,31.29190881,4.93E-94,31.29190881,-6.43E-90,31.29190881,-4.69E-79,31.29190881,8.92E-74,31.29190881,1.56E-64,31.29190881,-1.66E-59,31.29190881,2.67E-49,31.29190881,-4.37E-44,31.29190881,4.28E-34,31.29190881,-2.41E-28,31.29190881,1.25E-18,31.29190881,0.028953884,9.125938696,0.029223744,9.125,0.008436741,31.28110492,0.007645195,31.29190727,-4.79E-35,31.29190881,-1.82E-46,31.29190881,-1.04E-50,31.29190881,-4.72E-61,31.29190881,-5.27E-50,31.29190881,1.68E-44,31.29190881,-6.20E-35,31.29190881,5.49E-29,31.29190881,7.85E-19,31.29190881,0.008246527,16.07760341,0.008293333,16.07717125,0.004128196,31.28521544,0.002954226,31.29190799,1.65E-35,31.29190881,-1.82E-47,31.29190881,9.63E-51,31.29190881,-4.39E-63,31.29190881,-3.91E-66,31.29190881,-3.86E-80,31.29190881,-7.72E-82,31.29190881,8.47E-89,31.29190881,1.94E-79,31.29190881,-2.02E-75,31.29190881,-9.62E-65,31.29190881,-2.58E-60,31.29190881,6.88E-50,31.29190881,1.69E-45,31.29190881,2.36E-34,31.29190881,-4.30E-30,31.29190881,7.76E-19,31.29190881,0.039453087,7.556441908,0.039705882,7.555555556,0.009423508,31.28096396,0.006745199,31.29190752,-1.93E-18,31.2918056,0.148096061,3.825242343,0.148205128,3.823529412,0.018050153,31.27808547,0.012066501,11.11038011,0.012,11.11111075,0.004249394,31.28182704,0.003750202,31.29190744,4.04E-35,31.29190881,2.56E-34,31.29190881,-4.72E-28,31.29190881,9.99E-19,31.29190881,0.004434664,23.69366187,0.00422,23.69668,0.003134861,31.28827969,0.002812946,31.29190829,-9.23E-34,31.29190881,1.21E-46,31.29190881,4.97E-50,31.29190881,-8.30E-64,31.29190881,1.34E-58,31.29190881,1.30E-49,31.29190881,-8.02E-45,31.29190881,3.51E-34,31.29190881,-4.10E-28,31.29190881,2.86E-18,31.29190881,0.024972668,9.277200482,0.025153331,9.276438571,-1.79E-19,31.26707251
9,1.22E-18,31.29190881,0.00384164,25.85132117,0.003868333,25.85092667,0.003124828,31.28843779,0.002953858,31.29190881,0.002845576,31.29190881,2.66E-36,31.29190881,1.44E-48,31.29190881,6.64E-51,31.29190881,1.26E-61,31.29190881,1.17E-57,31.29190881,2.96E-47,31.29190881,-1.85E-43,31.29190881,1.45E-32,31.29190881,3.93E-28,31.29190881,5.72E-18,31.29190881,0.013232848,17.49361873,0.01333862,17.49306357,0.007413023,31.2819467,0.005714463,29.80559022,0.005591667,29.80626,0.00543846,31.29142933,0.005390351,31.29190881,0.00477539,31.29190881,0.048629459,6.801134846,0.049019608,6.8,0.010571718,31.2742461,0.01041034,31.29190881,0.008356038,31.29190881,1.03E-43,31.29190881,-3.94E-45,31.29190881,1.30E-50,31.29190881,1.03E-61,31.29190881,1.91E-72,31.29190881,-1,-1,-1.04E-76,31.29190881,6.86E-72,31.29190881,2.97E-62,31.29190881,-1,-1,-2.10E-57,31.29190881,-3.93E-48,31.29190881,-1.80E-42,31.29190881,7.38E-38,31.29190881,2.58E-28,31.29190881,1.66E-18,31.29190881,0.033229277,5.000655773,0.033333333,5,0.005308966,31.27264345,0.005184892,31.29190881,0.003973081,31.29190881,8.51E-47,31.29190881,-1.70E-45,31.29190881,3.94E-34,31.29190881,1.08E-29,31.29190881,-2.11E-19,31.29190881,0.021595928,10.71502185,0.021777778,10.71428571,0.007369166,31.27835441,0.006888136,31.29190881,0.005811856,31.29190881,-2.23E-48,31.29190881,-3.29E-50,31.29190881,6.04E-52,31.29190881,-2.35E-64,31.29190881,1.42E-66,31.29190881,-4.96E-76,31.29190881,6.17E-72,31.29190881,0,-1,-5.02E-61,31.29190881,-4.78E-58,31.29190881,4.72E-46,31.29190881,4.20E-43,31.29190881,5.10E-31,31.29190881,5.96E-28,31.29190881,-8.74E-18,31.29188462,0.07148015,8.280334085,0.072483221,8.277777778,0.018925843,31.27610579,0.018720555,31.29190881,0.015058527,31.29190881,8.98E-35,31.29190881,-2.52E-42,31.29190881,-2.61E-35,31.29190881,3.54E-28,31.29190881,3.00E-19,31.29190881,0.010477924,15.60117285,0.010683761,15.6,0.00522932,31.27861022,-3.65E-30,31.29190881,0.011406086,31.29190881,1.41E-15,31.29180964,0.157675845,34.02998599,0.001709402,39,0.157214543,31.29190881,0.122010525,31.29190881,0.001695017,31.29190881,2.51E-16,31.29186651,0.067133172,32.64414599,0.00192,34.72222,0.064308519,31.29190881,0.053188969,31.29190881,0.001695017,31.29190881,0.009194354,14.50007533,0.009195402,14.5,0.004204152,31.2816555,0.003656811,31.29190881,0.006136084,31.29190881,4.10E-30,31.29190881,2.57E-17,31.29177142,0.115125849,6.569344798,0.116777042,6.565217391,0.0241893,31.27432726,0.02425918,31.29190881,0.022463251,31.29190881,-6.64E-45,31.29190881,6.92E-47,31.29190881,2.36E-59,31.29190881,4.34E-61,31.29190881,1.09E-65,31.29190881,1.36E-76,31.29190881,8.09E-82,31.29190881,2.29E-78,31.29190881,-3.37E-74,31.29190881,-2.32E-64,31.29190881,5.44E-60,31.29190881,-1.82E-48,31.29190881,4.45E-44,31.29190881,-2.11E-33,31.29190881,4.79E-29,31.29190881,2.00E-19,31.29190881,0.037371399,6.204415846,0.037613335,6.203473714,0.007414486,31.27198417,0.007415961,31.29190881,0.007006792,31.291749,0.231330901,45.56340465,4.44E-04,75,0.118874261,31.29190881,0.113223201,31.29190881,9.19E-04,31.29190881,1.53E-44,31.29190881,1.02E-44,31.29190881,1.78E-47,31.29190881,8.62E-61,31.29190881,4.83E-74,31.29190881,2.79E-75,31.29190881,3.51E-79,31.29190881,-1,-1,-3.98E-93,31.29190881,6.23E-94,31.29190881,-3.68E-99,31.29190881,-2.55E-91,31.29190881,6.29E-85,31.29190881,4.44E-77,31.29190881,-5.92E-71,31.29190881,-5.02E-63,31.29190881,4.77E-57,31.29190881,8.87E-49,31.29190881,-1.18E-42,31.29190881,-2.01E-33,31.29190881,3.49E-28,31.29190881,-1.84E-18,31.29190881,0.028945817,9.125955729,0.029223744,9.125,0.008446452,31.27536131,0.008392231,31.29190881,0.00724194,31.29190881,-2.29E-44,31.29190881,1.73E-60,31.29190881,-1.68E-57,31.29190881,-4.98E-47,31.29190881,2.41E-43,31.29190881,7.03E-33,31.29190881,-3.24E-29,31.29190881,-4.21E-19,31.29190881,0.008238716,16.07766557,0.008293333,16.07717125,0.004219549,31.28181183,0.003931066,31.29190881,0.002762304,31.29190881,1.55E-35,31.29190881,1.23E-62,31.29190881,9.00E-51,31.29190881,5.14E-63,31.29190881,-4.74E-77,31.29190881,-1.20E-77,31.29190881,5.27E-87,31.29190881,4.23E-78,31.29190881,-1.36E-72,31.29190881,-1.25E-63,31.29190881,3.52E-58,31.29190881,3.38E-49,31.29190881,-8.64E-44,31.29190881,-8.46E-35,31.29190881,9.26E-29,31.29190881,-8.66E-20,31.29190881,0.039444924,7.556456275,0.039705882,7.555555556,0.009518473,31.27535364,0.008866353,31.29190881,0.005348611,31.29175403,0.147982234,3.825288933,0.148205128,3.823529412,0.018107993,31.27151874,0.012084332,11.11022111,0.012,11.11111075,0.004283413,31.27662588,0.004217276,31.29190881,0.003518561,31.29190881,1.89E-32,31.29190881,2.56E-28,31.29190881,1.78E-18,31.29190881,0.004265782,23.69605057,0.00422,23.69668,0.003344414,31.28633589,0.003114636,31.29190881,0.002639198,31.29190881,3.97E-47,31.29190881,1.05E-46,31.29190881,4.32E-50,31.29190881,1.65E-57,31.29190881,2.62E-47,31.29190881,-6.23E-43,31.29190881,1.59E-32,31.29190881,-7.23E-28,31.29190881,-5.21E-18,31.29190881,0.024888929,9.277412175,0.025153331,9.276438571,0.015041785,31.25467247
